,County,Day,Cases,Population,Rate,Log,TotalCount,TotalRate,TotalLog
0,Alachua,0,0,263753,0.0,0.0,0,0.0,0.0
1,Alachua,1,0,263753,0.0,0.0,0,0.0,0.0
2,Alachua,2,0,263753,0.0,0.0,0,0.0,0.0
3,Alachua,3,0,263753,0.0,0.0,0,0.0,0.0
4,Alachua,4,0,263753,0.0,0.0,0,0.0,0.0
5,Alachua,5,0,263753,0.0,0.0,0,0.0,0.0
6,Alachua,6,0,263753,0.0,0.0,0,0.0,0.0
7,Alachua,7,0,263753,0.0,0.0,0,0.0,0.0
8,Alachua,8,1,263753,0.3791426069087366,0.0,1,0.3791426069087366,0.0
9,Alachua,9,0,263753,0.0,0.0,1,0.3791426069087366,0.0
10,Alachua,10,0,263753,0.0,0.0,1,0.3791426069087366,0.0
11,Alachua,11,1,263753,0.3791426069087366,0.0,2,0.7582852138174732,0.0
12,Alachua,12,1,263753,0.3791426069087366,0.0,3,1.1374278207262098,0.0
13,Alachua,13,0,263753,0.0,0.0,3,1.1374278207262098,0.0
14,Alachua,14,1,263753,0.3791426069087366,0.0,4,1.5165704276349463,0.0
15,Alachua,15,2,263753,0.7582852138174732,0.6931471805599453,6,2.2748556414524197,0.6931471805599453
16,Alachua,16,3,263753,1.1374278207262098,1.0986122886681098,9,3.4122834621786295,1.791759469228055
17,Alachua,17,2,263753,0.7582852138174732,0.6931471805599453,11,4.170568675996103,2.4849066497880004
18,Alachua,18,5,263753,1.8957130345436828,1.6094379124341003,16,6.066281710539785,4.0943445622221
19,Alachua,19,13,263753,4.928853889813576,2.5649493574615367,29,10.995135600353361,6.659293919683638
20,Alachua,20,5,263753,1.8957130345436828,1.6094379124341003,34,12.890848634897043,8.268731832117737
21,Alachua,21,2,263753,0.7582852138174732,0.6931471805599453,36,13.649133848714516,8.961879012677683
22,Alachua,22,9,263753,3.412283462178629,2.1972245773362196,45,17.061417310893145,11.159103590013903
23,Alachua,23,1,263753,0.3791426069087366,0.0,46,17.44055991780188,11.159103590013903
24,Alachua,24,10,263753,3.7914260690873656,2.302585092994046,56,21.231985986889246,13.46168868300795
25,Alachua,25,9,263753,3.412283462178629,2.1972245773362196,65,24.644269449067874,15.65891326034417
26,Alachua,26,4,263753,1.5165704276349463,1.3862943611198906,69,26.16083987670282,17.04520762146406
27,Alachua,27,5,263753,1.8957130345436828,1.6094379124341003,74,28.056552911246502,18.654645533898158
28,Alachua,28,11,263753,4.170568675996102,2.3978952727983707,85,32.22712158724261,21.052540806696527
29,Alachua,29,6,263753,2.2748556414524197,1.791759469228055,91,34.501977228695026,22.84430027592458
30,Alachua,30,4,263753,1.5165704276349463,1.3862943611198906,95,36.01854765632997,24.230594637044472
31,Alachua,31,12,263753,4.549711282904839,2.4849066497880004,107,40.56825893923481,26.715501286832474
32,Alachua,32,7,263753,2.653998248361156,1.9459101490553132,114,43.222257187595964,28.661411435887786
33,Alachua,33,6,263753,2.2748556414524197,1.791759469228055,120,45.49711282904838,30.45317090511584
